순서,기업명(한국어),기업명(일본어),국가,업종,장르,MA접근,딜형태,분류,시총_억엔,매출_억엔,이익률(%),직원수,대표이사,자체IP,주요타이틀,기업특징,장점,단점리스크,주주구조,MA판단근거,소스,수정메모
77.0,에디아,エディア,일본,개발/운영,서브,T,인수,,39.1,47.0,10.6,,카시마 요시나리,N,"쿠지코레(Kuji Kore), DIG-ROCK, 마작 비너스 배틀(Venus Blade)",IP사업(쿠지코레 온라인 복권 등)과 퍼블리싱사업(라이트노벨·만화)을 양대 축. TSE Standard 상장사. 2024년 최근 12개월 매출 전년비 +29% 성장.,"2차원 IP 특화, 쿠지코레 안정 수익, 모바일 앱 다수 보유","소규모·주요 타이틀 수익 집중 리스크, 퍼블리싱 사업 성과 변동성",비공개(상장사),시총 약 25억엔으로 극소형. IP 라이선싱·복각 노하우 보유. 흑자기조 전환 후 성장률 높아 협상 환경 양호.,add,[2025-2026 업데이트] 2025년 2월 소비자 게임 개발사 Zero Dive 인수 완료. TSE Standard 시장 이전(2024년).
78.0,폴투윈홀딩스,ポールトゥウィン・ホールディングス,일본,수탁개발,비서브,N,,,111.0,488.0,-0.5,8652.0,타치바나 텟페이,N,"게임 디버그·QA 서비스, 인터넷 모니터링 서비스",게임 디버그·품질검증·인터넷 모니터링 전문. 동증 프라임 상장(3657). 47개 연결자회사.,"게임QA·로컬라이제이션·인터넷 모니터링 종합 서비스, 글로벌 네트워크","2026년1월기 영업손실 전환, 사업 구조개혁 중",공개기업(동증프라임),게임 QA·로컬라이징 전문 우량사(16기 연속 증수). IP·개발 역량 없어 직접 시너지 한정적. 파트너십 관점 검토.,add,"[2025-2026 업데이트] 2026년1월기 매출 488억엔(전기비 6.5% 감소), 영업손실 2.4억엔. doublejump.tokyo와 Web3 서비스 협업 발표(2025.1)."
79.0,프롬소프트웨어,フロム・ソフトウェア,일본,개발/운영,비서브,X,,,,234.0,42.9,456.0,미야자키 히데타카,Y,"ELDEN RING, ELDEN RING NIGHTREIGN(2025.5), ARMORED CORE VI, Dark Souls 시리즈",1986년 설립. KADOKAWA 자회사. 소울즈 시리즈·엘든링으로 세계적 명성 획득. 고난이도 액션 RPG 장르의 세계적 선도사.,"엘든링 등 글로벌 히트 IP 보유, 독자적 게임 디자인 철학으로 높은 브랜드 가치",소수 정예(456명)로 신작 주기 길고 타이틀 공백 시 매출 변동 폭 큼,"KADOKAWA(주요), Sixjoy Hong Kong Limited(텐센트계), 소니 인터랙티브 엔터테인먼트","카도카와 100% 자회사. 매출 234억엔(2025년 3월기, +51%). 글로벌 메가 IP(엘든링 2,500만 본+) 보유 핵심 자산. 분리 매각 현실적으로 불가. 카도카와 그룹 전략 변동 시 연계 검토.",add,"[2025-2026 업데이트] 2025년3월기 매출 234억엔(전기비 51% 증가), 영업이익 100억엔. 2025년5월 ELDEN RING NIGHTREIGN 발매. DLC 'The Forsaken Hollows' 2025년12월."
80.0,타이토,タイトー,일본,PF운영,비서브,X,,,,717.0,,821.0,이와키 카츠히코,Y,"Space Invaders, 버블보블, 레이보우 아일랜드, 아케이드 레트로 IP",1953년 설립. 스퀘어에닉스 홀딩스 연결자회사. 아뮤즈먼트 시설 기획·운영 약 170점포.,"Space Invaders 등 클래식 IP 보유, 전국 아케이드 시설망, 스퀘어에닉스 그룹 지원","아케이드 오락실 시장 장기 축소 추세, 부모사 의존 구조",스퀘어에닉스 홀딩스 연결자회사,스퀘어에닉스HD 100% 자회사. 아케이드 플랫폼·레트로 IP 자산 보유. 분리 매각 가능성 없음.,add,"[2025-2026 업데이트] 2025년3월기 매출 717억엔, 직원 821명."
81.0,메이지스,MAGES.,일본,개발/운영,서브,X,,,,27.75,-12.6,186.0,아사다 마코토,Y,"STEINS;GATE, CHAOS;CHILD, B-PROJECT",2009년 설립. 코로프라 완전자회사(2020년). ADV 게임 전문. 채무초과 상태로 재건 중.,"STEINS;GATE 등 강력한 마니아층 IP 보유, ADV 장르 전문성","2024년9월기 채무초과, 경상손실 3.5억엔. 히트 신작 부재",코로프라(Colopl) 100%,코로프라 100% 자회사. STEINS;GATE 등 글로벌 서브컬처 IP 보유. 채무초과 상태로 코로프라 지원 의존. 단독 교섭 불가.,add,[2025-2026 업데이트] 2024년12월 아사다 마코토 신임 대표 취임. STEINS;GATE RE:BOOT 2026년으로 발매 연기(2025.11).
82.0,넥스트닌자,NextNinja,일본,개발/운영,서브,N,,,,,,233.0,야마기시 키요유키,Y,"그랜드 서머너즈, 동방 로스트워드, KYUB",2009년 설립. 스마트폰 RPG 기획·개발·운영 전문. 그랜드 서머너즈 글로벌 35개국 배포. IPO 준비 중.,"그랜드 서머너즈 글로벌 운영 실적(35국), IP 컬래버 역량","주력 타이틀 집중도 높음, 비상장으로 자금 조달 한계",비상장 비공개,독립 중견 개발사. 글로벌 배포 35~80개국. 주주 구조·재무 비공개로 추가 조사 후 재분류 필요.,add,[2025-2026 업데이트] 2024년9월기 최종이익 1억600만엔으로 흑자 전환. IPO 준비 진행 중.
83.0,이자나기게임즈,イザナギゲームズ,일본,개발/운영,서브,T,소수지분,,,6.9,,,우메다 신스케,Y,"Death Come True, 억울한 처형 게임 유르킬, DYSCHRONIA: CA",2017년 설립. 게임·Webtoon·애니메이션 멀티미디어 IP 창출 벤처. 2027년 IPO 계획.,"인터랙티브 무비·ADV 장르 독자성, 멀티미디어 IP 전개",매출 6.9억엔으로 소규모,비상장. 2024년8월 제3자배정 증자 실시,2027년 IPO 준비 중. NetEase·bilibili 등 해외 전략주주 존재. IPO 전 인수 기회이나 복수 투자자 조율 필요.,add,[2025-2026 업데이트] 2024년8월 사이타마리소나 창업응원투자조합 대상 제3자배정 증자. 2027년 IPO 계획.
84.0,더블점프도쿄,double jump.tokyo,일본,개발/운영,비서브,T,소수지분,,,,,,우에노 히로시,Y,"My Crypto Heroes, BRAVE FRONTIER HEROES, Web3 Total Support 서비스",2018년 설립. 블록체인·Web3 게임 개발·솔루션 제공 특화 스타트업. 누적 조달 35억엔 이상.,"Web3·NFT 게임 솔루션 선도적 위치, 소니·SBI 등 대형 투자사 지원","Web3 시장 변동성 리스크, 수익화 과제","TIS인텍그룹, 폴투윈홀딩스, SBI인베스트먼트, 소니그룹 등(비상장)",Sony·SBI·반다이남코 등 복수 전략주주. 누적 조달 30억엔+. 블록체인 게임 분야 일본 선두. IPO 또는 전략적 M&A 경로 예상.,add,[2025-2026 업데이트] 2024년8월 소니·SBI 등 시리즈D 1.5억엔 이상 조달. 2025년2월 TIS와 스테이블코인 결제 제휴.
85.0,햄스터,ハムスター,일본,개발/운영,비서브,N,,,,,,,하마다 린,N,아케이드 아카이브 시리즈(200+ 타이틀),1999년 설립. 아케이드 아카이브 시리즈로 레트로 게임 복각 전문. PS4·Switch·Steam 등 다플랫폼 배포.,"아케이드 아카이브 시리즈로 레트로 IP 라이선스 수주 능력, 저비용 고수익 복각 모델",레트로 복각 의존 구조로 신규 IP 없음,비상장 비공개,레트로 아케이드 게임 아카이브 전문 독립사. 재무·주주 비공개. SNK 등과 라이선스 파트너로 IP 접근 경로로서 전략 가치 있음.,add,[2025-2026 업데이트] 아케이드 아카이브 시리즈 꾸준히 신규 타이틀 추가 지속.
86.0,켐코,ケムコ,일본,개발/운영,비서브,N,,,,,,150.0,키자키 히로유키,Y,"Alvastia Chronicles, Bonds of the Skies, 이스케이프 RPG 시리즈 다수",본명 코토부키솔루션(주). 2004년 설립. KEMCO 브랜드로 스마트폰·콘솔 RPG 100+ 타이틀 글로벌 배포.,"저가 RPG의 대량 공급 모델, 전방위 플랫폼 대응",저가 반복 양산 이미지로 브랜드 프리미엄 낮음,비상장 비공개,모바일 RPG 양산 체제 독립 개발사. 연 5~6개 신작 출시 실적. 재무·주주 비공개로 추가 조사 후 재분류 필요.,add,"[2025-2026 업데이트] 2024년3월기 최종이익 8400만엔. 도쿄게임쇼2025 출전 결정, 신작 3타이틀 시연 예정(2025.9)."
87.0,토에이애니메이션,東映アニメーション,일본,애니메이션/IP,판권,X,,,6054.0,1008.0,26.8,960.0,高木勝裕,Y,ドラゴンボールDAIMA（Netflix世界2位獲得）、ONE PIECE、デジモンシリーズ、プリキュアシリーズ,ドラゴンボール・ONE PIECE・デジモン等の大型アニメIPを保有する老舗アニメ制作会社。2025年3月期に売上高が初めて1000億円を突破し過去最高を更新。,ドラゴンボール・ワンピースの海外版権収入が急拡大。Netflixなどとの配信連携による新規ファン層獲得,少数の超大型IP依存。新規IPの育成と主力IP長期維持が課題。制作費・人件費の上昇,東映株式会社が筆頭株主（約51%）,토에이 그룹 핵심 애니메이션 IP 제작사. 드래곤볼·원피스 등 글로벌 메가 IP 보유. 직접 인수 불가. 파트너십·라이선싱 참고 파악 목적.,add,"[2025-2026 업데이트] 2025年3月期売上高が初の1000億円超えで過去最高更新。ドラゴンボールDAIMAがNetflix世界2位を獲得。ワンピースIP売上が3年で約2倍に拡大。
[정정] 시총 7,182→6,054억엔(-16%), 이익률 24.8→26.8%로 갱신(as-of FY 기준)."
88.0,IG포트,IG Port,일본,애니메이션/IP,판권,T,소수지분,,420.0,146.0,5.7,517.0,이시카와 미츠히사,Y,"Attack on Titan(진격의 거인), Spy x Family, Haikyuu!!, Kaiju No.8, Ghost in the Shell 시리즈",Production I.G·Wit Studio 모회사. FY2025 5월기 매출 146억엔(+23%). 산리오가 2025년 6월 4대 주주(4.98%) 자본업무제휴.,"Attack on Titan·Spy x Family·Haikyuu!! 등 글로벌 히트 애니 IP, 스튜디오 다각화","애니 제작비 상승, 히트작 의존 수익 변동성, 인재 유출 리스크","이시카와 미츠히사 18.9%, 덴쓰그룹 9.85%, 닛폰TV 9.85%, 산리오 4.98%(2025.7 취득), NTT도코모 약 5%",시총 약 120억엔. 진격의 거인 등 글로벌 애니메이션 IP 보유 지주사. 소수지분 진입으로 애니메이션 IP 협력 채널 구축 검토 가능.,add,"[2025-2026 업데이트] 2025년 6월 산리오가 자본업무제휴로 4대 주주(4.98%) 취득. 2025년 8월 에반게리온 감독 안노 히데아키 이사회 합류.
[정정] 庵野秀明 관련 표기: 본사 이사회가 아니라 자회사 프로덕션IG 취체역으로 정정."
89.0,타입문,TYPE-MOON,일본,개발/IP,판권,T,인수,,,,,,타케우치 타케시,Y,"Fate/stay night, Fate/Grand Order(FGO), 월희, Tsukihime Remake",법인명 노츠유한회사. Fate 시리즈·FGO로 누적 매출 수조엔 규모. FGO 누적 수익 63억달러 돌파(2023년 기준).,"Fate/stay night·FGO 등 세계적 IP 보유, FGO 누적 수익 63억달러+","유한회사로 재무 비공개, FGO 매출 감소 추세(2022→2023 약 24% 감소)",유한회사(비공개). 나스 키노코·타케우치 타케시 공동 창업,Fate/ IP 원소유 비상장 독립 스튜디오. FGO 누적 매출 수천억엔. 서브컬처 게임 IP 중 세계 최상위 자산. 독립 성향 강해 조건부 접근 검토.,add,[2025-2026 업데이트] FGO 누적 수익 63억달러 초과(2023.8 기준). Tsukihime Remake PS4/5 버전 발매. TYPE-MOON studio BB에서 신규 게임 개발 중.
90.0,슈에이샤,集英社,일본,출판/IP,판권,X,,,,2229.0,,767.0,하야시 히데아키,Y,"ONE PIECE, 나의 히어로 아카데미아, 주술회전, 블리치, 드래곤볼",1926년 설립. 주간소년점프 등 만화·잡지·단행본 출판. 히토츠바시그룹 소속. 디지털·해외 판권 사업 급성장.,"원피스·귀멸·주술회전 등 세계적 IP군 보유, 디지털 수익 급성장","직원 767명으로 매출 대비 소규모 운영, 잡지 수요 장기 감소 추세","히토츠바시그룹(소학관이 필두주주), 비상장",비상장 초대형 출판사. 소년점프 IP(원피스·나루토·귀멸 등) 관리. 직접 인수 불가. 파트너십·게임 라이선싱 협력 참고 파악 목적.,add,"[2025-2026 업데이트] 2024년5월기(제83기) 매출 2043억엔(전기비 2.5% 감소), 순이익 206억엔(29.5% 증가). 2025년8월 하야시 히데아키 신임 사장 취임.
[정정] 매출 2,043→2,229억엔(+12.2%)로 갱신(as-of FY 기준)."
91.0,코단샤,講談社,일본,출판/IP,판권,X,,,,1692.0,,967.0,노마 요시노부,Y,"진격의 거인, 귀멸의 칼날(원작 대본), 블루 록, Fairy Tail",1909년 설립. 종합출판사. 만화·잡지·단행본·전자서적·라이츠비즈니스.,"진격의 거인·공격대·블루 록 등 강력 만화 IP, 전자서적 및 해외 판권 성장","2025년도 매출 1692억엔(전기비 1.1% 감소), 잡지 매출 감소 지속",비상장 동족 경영(노마가문 지배),비상장 초대형 출판사. 진격의 거인·블루록 등 IP 관리. 직접 인수 불가. 파트너십·게임 라이선싱 협력 참고 파악 목적.,add,[2025-2026 업데이트] 2025년도 매출 1692억엔. 2024년5월 와니북스 전주식 취득 자회사화.
92.0,스튜디오카라,スタジオカラー,일본,애니메이션/IP,판권,T,소수지분,,,,,,庵野秀明,Y,"신 에반게리온 극장판:||, 기동전사 Gundam GQuuuuuuX(카라×선라이즈 공동)",2006년 설립. 에반게리온 시리즈 신극장판 제작으로 설립된 자주 제작 애니메이션 스튜디오. 2026년5월 설립 20주년.,"에반게리온 등 독자 IP 완전 보유, 고품질 자주 제작 능력, 안노 히데아키 감독 브랜드","재무 비공개, 단일 IP 의존도 높음, 신작 간격 길고 수익 불안정",비공개(안노 히데아키 실질 지배),에반게리온 신극장판 IP 보유 소형 독립 스튜디오. 창업자 의존도 매우 높음. 소수지분 또는 JV 형태 접근 검토 가능.,add,"[2025-2026 업데이트] 2025년1월 기동전사 Gundam GQuuuuuuX -Beginning- 극장 공개. 에반게리온 완전 신작 시리즈 제작 결정.
[정정] 대표 한자: 安野秀明→庵野秀明. (감독/시리즈 구성 정보는 별도 필드로 분리 권장)"
93.0,포니캐년,ポニーキャニオン,일본,애니메이션/IP,판권,X,,,,360.0,-0.7,466.0,오쿠마 카즈나리,Y,"케이온!, 아이돌 마스터 관련 음반, 다수 애니메이션 제작 출자",후지미디어홀딩스 완전자회사. 음악·영상·애니메이션 소프트 제조판매. 1966년 설립.,"후지TV 그룹 시너지, 애니메이션 제작·음악·영상 복합 사업, 스트리밍·해외 번판 성장","2025년3월기 영업손실 2.6억엔(애니 출자금 상각 영향), 패키지 판매 감소 지속",후지미디어홀딩스 100%,후지TV 그룹 산하 음악·애니메이션 IP 보유사. 그룹 전략 핵심 자산으로 분리 매각 불가. 파트너십 참고 파악 목적.,add,"[2025-2026 업데이트] 2025년3월기 매출 360억엔(전기비 5% 감소), 영업손실 2.6억엔. 2025년6월 오쿠마 카즈나리 신임 사장 취임."
94.0,사이언스SARU,サイエンスSARU,일본,애니메이션/IP,판권,N,,,,14.0,24.9,51.0,藤田雅規,N,"해수의 아이, 댄전트로이카!, Keep Your Hands Off Eizouken!",2013년 유아사 마사아키·최은영 공동 설립. 2024년 도호가 전주식 취득 완전자회사화.,"독자적 실험적 아트 스타일로 국내외 높은 평가, 도호 그룹 자본 지원으로 안정성 향상","직원 51명 소규모, 제작 속도 제약",도호(주) 100%(2024년 완전자회사화),체인소맨·던전밥 애니메이션 제작 스튜디오. 재무·주주 비공개. 애니메이션 IP 협력 파트너십 관점에서 추가 조사 필요.,add,"[2025-2026 업데이트] 2024년5월 도호가 전주식 취득 완전자회사화. 대표이사 최은영 퇴임, 후지타 마사키 취임.
[정정] CEO: 藤田正幸→藤田雅規. 이익률 30.6%→24.9% (기준시점(as-of) 반드시 기재)."
95.0,헤로즈,HEROZ,일본,AI기술,AI기술,T,소수지분,,139.0,59.0,5.2,294.0,林隆弘,Y,"쇼기워즈(Shogi Wars), CHESS HEROZ, AI/DX B2B솔루션, AI 보안 서비스",쇼기워즈에서 출발한 AI/DX 기업. FY2025 4월기 매출 59.3억엔(+22.4%). B2B AI/DX 사업 +68% 급성장.,"쇼기워즈 압도적 B2C 네트워크, B2B AI/DX 솔루션 고성장, AI 보안 신사업 확대","영업이익률 5% 수준으로 낮음, 게임→AI 기업 전환기 비용 증가","공개주(TSE:4382), 창업자 하야시 타카히로·다카하시 토모히로 등",게임 AI 전문 상장사(시총 50억엔). 장기AI·모바일 게임AI 기술력. 흑자 기조로 소수지분 투자 통한 AI 기술 내재화 검토 가능.,add,"[2025-2026 업데이트] FY2025 매출 59.3억엔(+22.4%). B2B AI/DX 사업 +68% 급성장, 반복수익 비율 47%로 상승.
[정정] CEO 한자: 林隆博→林隆弘."
96.0,클러스터,Cluster,일본,AI기술,AI기술,T,소수지분,,,,,101.0,카토 나오토,N,"cluster 메타버스 플랫폼, 버추얼 이벤트 서비스",2015년 설립. 일본 최대급 메타버스 플랫폼 'cluster' 운영. 누적 조달 67억엔 이상.,"메타버스 플랫폼 선점 포지션, 기업·교육·이벤트 B2B 사업 다각화","2024년12월기 최종손실 19.7억엔(적자 지속), 수익화 모델 확립 과제","비상장. 하쿠호도DY홀딩스, 소니뮤직 등 전략적 투자자",메타버스·AI 아바타 기술 전문 비상장 스타트업. 200억엔+ 조달. 게임 내 AI 아바타·메타버스 연동 시너지 검토 가치 있음. 소수지분 접근.,add,[2025-2026 업데이트] 2024년12월기 최종손실 19.7억엔으로 적자폭 확대. 교육·의료·산업 메타버스 및 AI 활용 사업 확대 방침.
